review_id,review_text,overall_score,travel_type,customer_class,sentiment_score,sentiment_label
429,Smooth boarding process.,8,Personal,Business,0.4,Positive
430,Great legroom in economy.,8,Business,Economy,0.8,Positive
431,Lost my bags again.,3,Business,Business,0.0,Neutral
432,The cabin crew was amazing!,7,Business,Economy,0.7500000000000001,Positive
433,Lost my bags again.,3,Personal,Economy,0.0,Neutral
434,The cabin crew was amazing!,10,Business,Eco Plus,0.7500000000000001,Positive
435,No legroom at all.,3,Business,Business,0.0,Neutral
436,Great legroom in economy.,8,Business,Eco Plus,0.8,Positive
437,Great legroom in economy.,8,Personal,Economy,0.8,Positive
438,The cabin crew was amazing!,10,Business,Business,0.7500000000000001,Positive
439,Loved the meal options.,10,Business,Eco Plus,0.7,Positive
440,Clean plane and friendly staff.,8,Personal,Eco Plus,0.37083333333333335,Positive
441,Smooth boarding process.,9,Business,Eco Plus,0.4,Positive
442,Smooth boarding process.,10,Business,Economy,0.4,Positive
443,Wi-fi was fast and reliable.,9,Personal,Economy,0.2,Positive
444,Wi-fi was fast and reliable.,8,Personal,Economy,0.2,Positive
445,Smooth boarding process.,10,Personal,Eco Plus,0.4,Positive
446,Loved the meal options.,9,Personal,Business,0.7,Positive
447,Great legroom in economy.,8,Business,Economy,0.8,Positive
448,The cabin crew was amazing!,8,Business,Eco Plus,0.7500000000000001,Positive
449,Great legroom in economy.,9,Business,Eco Plus,0.8,Positive
450,The cabin crew was amazing!,8,Business,Business,0.7500000000000001,Positive
451,Loved the meal options.,10,Personal,Eco Plus,0.7,Positive
452,Loved the meal options.,10,Business,Business,0.7,Positive
453,Lost my bags again.,5,Personal,Economy,0.0,Neutral
454,Great legroom in economy.,10,Personal,Economy,0.8,Positive
455,The cabin crew was amazing!,8,Business,Economy,0.7500000000000001,Positive
456,Wi-fi didn't work the whole flight.,4,Personal,Eco Plus,0.2,Positive
457,Great legroom in economy.,9,Personal,Business,0.8,Positive
458,Great legroom in economy.,7,Business,Economy,0.8,Positive
459,Great legroom in economy.,7,Business,Economy,0.8,Positive
460,Lost my bags again.,3,Personal,Eco Plus,0.0,Neutral
461,Great legroom in economy.,7,Personal,Economy,0.8,Positive
462,Clean plane and friendly staff.,7,Personal,Eco Plus,0.37083333333333335,Positive
463,Great legroom in economy.,9,Personal,Business,0.8,Positive
464,The cabin crew was amazing!,7,Business,Eco Plus,0.7500000000000001,Positive
465,The seat wouldn't recline.,3,Personal,Business,0.0,Neutral
466,Lost my bags again.,4,Personal,Economy,0.0,Neutral
467,Wi-fi was fast and reliable.,7,Personal,Economy,0.2,Positive
468,The food was cold.,4,Business,Economy,-0.6,Negative
469,Loved the meal options.,7,Personal,Eco Plus,0.7,Positive
470,Clean plane and friendly staff.,10,Personal,Eco Plus,0.37083333333333335,Positive
471,Smooth boarding process.,8,Business,Business,0.4,Positive
472,Loved the meal options.,8,Personal,Economy,0.7,Positive
473,Clean plane and friendly staff.,10,Personal,Business,0.37083333333333335,Positive
474,Loved the meal options.,7,Business,Economy,0.7,Positive
475,The cabin crew was amazing!,9,Personal,Business,0.7500000000000001,Positive
476,The food was cold.,4,Business,Eco Plus,-0.6,Negative
477,Smooth boarding process.,9,Personal,Eco Plus,0.4,Positive
478,Lost my bags again.,4,Personal,Economy,0.0,Neutral
479,Smooth boarding process.,10,Personal,Business,0.4,Positive
480,The food was cold.,5,Personal,Business,-0.6,Negative
481,Lost my bags again.,4,Business,Eco Plus,0.0,Neutral
482,No legroom at all.,1,Business,Business,0.0,Neutral
483,The cabin crew was amazing!,7,Business,Eco Plus,0.7500000000000001,Positive
484,No legroom at all.,4,Personal,Eco Plus,0.0,Neutral
485,The seat wouldn't recline.,3,Business,Business,0.0,Neutral
486,Loved the meal options.,8,Personal,Eco Plus,0.7,Positive
487,The seat wouldn't recline.,2,Business,Eco Plus,0.0,Neutral
488,Great legroom in economy.,8,Personal,Business,0.8,Positive
489,Rude staff at the gate.,1,Business,Economy,-0.3,Negative
490,Wi-fi didn't work the whole flight.,2,Business,Business,0.2,Positive
491,Great legroom in economy.,10,Personal,Economy,0.8,Positive
492,Smooth boarding process.,8,Business,Eco Plus,0.4,Positive
493,Clean plane and friendly staff.,10,Personal,Business,0.37083333333333335,Positive
494,Wi-fi didn't work the whole flight.,3,Business,Business,0.2,Positive
495,Lost my bags again.,2,Personal,Economy,0.0,Neutral
496,The food was cold.,4,Business,Economy,-0.6,Negative
497,Loved the meal options.,8,Business,Eco Plus,0.7,Positive
498,Smooth boarding process.,9,Personal,Business,0.4,Positive
499,Wi-fi was fast and reliable.,9,Business,Economy,0.2,Positive
500,Great legroom in economy.,7,Personal,Business,0.8,Positive
501,Smooth boarding process.,9,Personal,Eco Plus,0.4,Positive
502,Wi-fi was fast and reliable.,7,Business,Economy,0.2,Positive
503,The seat wouldn't recline.,3,Business,Economy,0.0,Neutral
504,The cabin crew was amazing!,7,Business,Economy,0.7500000000000001,Positive
505,Loved the meal options.,8,Business,Business,0.7,Positive
506,Rude staff at the gate.,5,Business,Eco Plus,-0.3,Negative
507,Clean plane and friendly staff.,8,Business,Economy,0.37083333333333335,Positive
508,Lost my bags again.,2,Personal,Eco Plus,0.0,Neutral
509,Clean plane and friendly staff.,9,Business,Business,0.37083333333333335,Positive
510,Smooth boarding process.,7,Business,Economy,0.4,Positive
511,Smooth boarding process.,7,Business,Business,0.4,Positive
512,Rude staff at the gate.,1,Business,Economy,-0.3,Negative
513,Smooth boarding process.,10,Personal,Eco Plus,0.4,Positive
514,The seat wouldn't recline.,4,Personal,Business,0.0,Neutral
515,The cabin crew was amazing!,7,Personal,Economy,0.7500000000000001,Positive
516,Smooth boarding process.,8,Business,Economy,0.4,Positive
517,The cabin crew was amazing!,10,Business,Economy,0.7500000000000001,Positive
518,Loved the meal options.,10,Business,Economy,0.7,Positive
519,Great legroom in economy.,10,Personal,Economy,0.8,Positive
520,Great legroom in economy.,10,Business,Business,0.8,Positive
521,The cabin crew was amazing!,10,Business,Economy,0.7500000000000001,Positive
522,Rude staff at the gate.,1,Business,Economy,-0.3,Negative
523,The food was cold.,3,Business,Economy,-0.6,Negative
524,Wi-fi was fast and reliable.,10,Business,Economy,0.2,Positive
525,Great legroom in economy.,9,Personal,Eco Plus,0.8,Positive
526,Wi-fi was fast and reliable.,9,Business,Eco Plus,0.2,Positive
527,Lost my bags again.,5,Personal,Business,0.0,Neutral
528,Great legroom in economy.,8,Business,Economy,0.8,Positive
529,The food was cold.,1,Personal,Eco Plus,-0.6,Negative
530,The food was cold.,4,Personal,Business,-0.6,Negative
531,The food was cold.,2,Business,Business,-0.6,Negative
532,Great legroom in economy.,7,Personal,Eco Plus,0.8,Positive
533,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
534,Loved the meal options.,8,Business,Business,0.7,Positive
535,No legroom at all.,1,Business,Eco Plus,0.0,Neutral
536,Great legroom in economy.,7,Personal,Business,0.8,Positive
537,Rude staff at the gate.,5,Personal,Eco Plus,-0.3,Negative
538,Smooth boarding process.,9,Personal,Business,0.4,Positive
539,The cabin crew was amazing!,10,Business,Eco Plus,0.7500000000000001,Positive
540,Lost my bags again.,5,Personal,Business,0.0,Neutral
541,Loved the meal options.,10,Business,Business,0.7,Positive
542,The cabin crew was amazing!,8,Personal,Economy,0.7500000000000001,Positive
543,Great legroom in economy.,7,Business,Eco Plus,0.8,Positive
544,No legroom at all.,3,Business,Economy,0.0,Neutral
545,Smooth boarding process.,7,Business,Eco Plus,0.4,Positive
546,Wi-fi didn't work the whole flight.,5,Personal,Eco Plus,0.2,Positive
547,The cabin crew was amazing!,10,Business,Eco Plus,0.7500000000000001,Positive
548,No legroom at all.,1,Personal,Economy,0.0,Neutral
549,Loved the meal options.,10,Business,Business,0.7,Positive
550,The cabin crew was amazing!,8,Business,Business,0.7500000000000001,Positive
551,Wi-fi was fast and reliable.,8,Business,Economy,0.2,Positive
552,Loved the meal options.,8,Personal,Business,0.7,Positive
553,Loved the meal options.,7,Personal,Business,0.7,Positive
554,Smooth boarding process.,7,Personal,Eco Plus,0.4,Positive
555,Clean plane and friendly staff.,10,Business,Economy,0.37083333333333335,Positive
556,Lost my bags again.,4,Personal,Business,0.0,Neutral
557,Wi-fi was fast and reliable.,8,Business,Business,0.2,Positive
558,Smooth boarding process.,8,Personal,Business,0.4,Positive
559,The food was cold.,5,Personal,Economy,-0.6,Negative
560,Loved the meal options.,7,Personal,Eco Plus,0.7,Positive
561,No legroom at all.,4,Personal,Business,0.0,Neutral
562,Clean plane and friendly staff.,8,Business,Eco Plus,0.37083333333333335,Positive
563,Wi-fi didn't work the whole flight.,1,Business,Business,0.2,Positive
564,Lost my bags again.,4,Personal,Business,0.0,Neutral
565,Loved the meal options.,10,Business,Economy,0.7,Positive
566,The food was cold.,1,Personal,Eco Plus,-0.6,Negative
567,Wi-fi didn't work the whole flight.,4,Business,Eco Plus,0.2,Positive
568,Loved the meal options.,8,Business,Economy,0.7,Positive
569,Loved the meal options.,10,Personal,Eco Plus,0.7,Positive
570,The seat wouldn't recline.,4,Business,Eco Plus,0.0,Neutral
571,Smooth boarding process.,7,Personal,Economy,0.4,Positive
572,Wi-fi was fast and reliable.,7,Business,Economy,0.2,Positive
573,Clean plane and friendly staff.,7,Personal,Economy,0.37083333333333335,Positive
574,Wi-fi was fast and reliable.,7,Business,Business,0.2,Positive
575,Great legroom in economy.,9,Business,Economy,0.8,Positive
576,Loved the meal options.,7,Business,Business,0.7,Positive
577,Loved the meal options.,8,Personal,Business,0.7,Positive
578,Great legroom in economy.,9,Business,Economy,0.8,Positive
579,The food was cold.,4,Personal,Economy,-0.6,Negative
580,The cabin crew was amazing!,10,Business,Business,0.7500000000000001,Positive
581,No legroom at all.,4,Business,Eco Plus,0.0,Neutral
582,The seat wouldn't recline.,2,Personal,Business,0.0,Neutral
583,The cabin crew was amazing!,7,Personal,Economy,0.7500000000000001,Positive
584,Wi-fi was fast and reliable.,10,Personal,Business,0.2,Positive
585,Smooth boarding process.,10,Personal,Economy,0.4,Positive
586,Clean plane and friendly staff.,9,Business,Business,0.37083333333333335,Positive
587,Wi-fi was fast and reliable.,10,Personal,Eco Plus,0.2,Positive
588,Smooth boarding process.,8,Personal,Business,0.4,Positive
589,Great legroom in economy.,7,Personal,Economy,0.8,Positive
590,Great legroom in economy.,7,Personal,Economy,0.8,Positive
591,The cabin crew was amazing!,7,Personal,Economy,0.7500000000000001,Positive
592,The food was cold.,2,Business,Eco Plus,-0.6,Negative
593,The seat wouldn't recline.,1,Business,Economy,0.0,Neutral
594,Rude staff at the gate.,2,Business,Economy,-0.3,Negative
595,The cabin crew was amazing!,7,Personal,Business,0.7500000000000001,Positive
596,No legroom at all.,1,Personal,Economy,0.0,Neutral
597,The seat wouldn't recline.,1,Personal,Business,0.0,Neutral
598,Wi-fi was fast and reliable.,7,Business,Business,0.2,Positive
599,The seat wouldn't recline.,4,Business,Business,0.0,Neutral
600,Wi-fi was fast and reliable.,9,Business,Eco Plus,0.2,Positive
601,Great legroom in economy.,9,Personal,Business,0.8,Positive
602,Smooth boarding process.,9,Personal,Business,0.4,Positive
603,The food was cold.,2,Personal,Business,-0.6,Negative
604,Great legroom in economy.,7,Personal,Business,0.8,Positive
605,Rude staff at the gate.,1,Personal,Eco Plus,-0.3,Negative
606,Rude staff at the gate.,1,Business,Business,-0.3,Negative
607,Lost my bags again.,3,Business,Business,0.0,Neutral
608,Rude staff at the gate.,4,Business,Economy,-0.3,Negative
609,The cabin crew was amazing!,9,Business,Business,0.7500000000000001,Positive
610,Great legroom in economy.,10,Personal,Business,0.8,Positive
611,Wi-fi was fast and reliable.,7,Business,Eco Plus,0.2,Positive
612,The seat wouldn't recline.,1,Personal,Economy,0.0,Neutral
613,Lost my bags again.,4,Personal,Eco Plus,0.0,Neutral
614,The seat wouldn't recline.,3,Personal,Economy,0.0,Neutral
615,Clean plane and friendly staff.,9,Personal,Economy,0.37083333333333335,Positive
616,Smooth boarding process.,7,Personal,Economy,0.4,Positive
617,Rude staff at the gate.,2,Business,Eco Plus,-0.3,Negative
618,Wi-fi didn't work the whole flight.,5,Business,Eco Plus,0.2,Positive
619,The cabin crew was amazing!,10,Personal,Business,0.7500000000000001,Positive
620,Lost my bags again.,3,Business,Economy,0.0,Neutral
621,The seat wouldn't recline.,2,Personal,Eco Plus,0.0,Neutral
622,The cabin crew was amazing!,9,Personal,Eco Plus,0.7500000000000001,Positive
623,The cabin crew was amazing!,7,Personal,Business,0.7500000000000001,Positive
624,Loved the meal options.,10,Personal,Business,0.7,Positive
625,Rude staff at the gate.,2,Personal,Economy,-0.3,Negative
626,Rude staff at the gate.,2,Business,Eco Plus,-0.3,Negative
627,Great legroom in economy.,9,Business,Eco Plus,0.8,Positive
628,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
629,Wi-fi was fast and reliable.,9,Business,Economy,0.2,Positive
630,Great legroom in economy.,9,Personal,Eco Plus,0.8,Positive
631,The food was cold.,4,Personal,Economy,-0.6,Negative
632,Wi-fi was fast and reliable.,10,Personal,Economy,0.2,Positive
633,Lost my bags again.,3,Business,Economy,0.0,Neutral
634,Loved the meal options.,8,Personal,Economy,0.7,Positive
635,Wi-fi was fast and reliable.,10,Business,Eco Plus,0.2,Positive
636,The food was cold.,3,Business,Eco Plus,-0.6,Negative
637,No legroom at all.,4,Business,Business,0.0,Neutral
638,The seat wouldn't recline.,3,Personal,Economy,0.0,Neutral
639,The seat wouldn't recline.,2,Personal,Eco Plus,0.0,Neutral
640,The food was cold.,3,Personal,Eco Plus,-0.6,Negative
641,Wi-fi was fast and reliable.,7,Personal,Economy,0.2,Positive
642,The cabin crew was amazing!,9,Personal,Eco Plus,0.7500000000000001,Positive
643,Wi-fi was fast and reliable.,9,Personal,Business,0.2,Positive
644,Lost my bags again.,5,Personal,Economy,0.0,Neutral
645,The food was cold.,4,Business,Business,-0.6,Negative
646,Wi-fi was fast and reliable.,7,Business,Business,0.2,Positive
647,Loved the meal options.,9,Personal,Business,0.7,Positive
648,Clean plane and friendly staff.,8,Business,Eco Plus,0.37083333333333335,Positive
649,Smooth boarding process.,8,Business,Business,0.4,Positive
650,Wi-fi was fast and reliable.,10,Personal,Business,0.2,Positive
651,Smooth boarding process.,7,Personal,Economy,0.4,Positive
652,The cabin crew was amazing!,7,Business,Economy,0.7500000000000001,Positive
653,Loved the meal options.,9,Business,Business,0.7,Positive
654,The cabin crew was amazing!,10,Business,Eco Plus,0.7500000000000001,Positive
655,Loved the meal options.,8,Personal,Business,0.7,Positive
656,The cabin crew was amazing!,9,Personal,Economy,0.7500000000000001,Positive
657,Lost my bags again.,3,Personal,Economy,0.0,Neutral
658,Loved the meal options.,9,Business,Business,0.7,Positive
659,Wi-fi was fast and reliable.,8,Personal,Business,0.2,Positive
660,Wi-fi didn't work the whole flight.,1,Business,Eco Plus,0.2,Positive
661,Clean plane and friendly staff.,7,Personal,Economy,0.37083333333333335,Positive
662,The seat wouldn't recline.,2,Business,Eco Plus,0.0,Neutral
663,The food was cold.,1,Business,Economy,-0.6,Negative
664,Clean plane and friendly staff.,9,Personal,Economy,0.37083333333333335,Positive
665,The cabin crew was amazing!,7,Business,Business,0.7500000000000001,Positive
666,The cabin crew was amazing!,8,Personal,Eco Plus,0.7500000000000001,Positive
667,The cabin crew was amazing!,8,Business,Economy,0.7500000000000001,Positive
668,Clean plane and friendly staff.,8,Business,Business,0.37083333333333335,Positive
669,The cabin crew was amazing!,10,Business,Economy,0.7500000000000001,Positive
670,Smooth boarding process.,9,Business,Eco Plus,0.4,Positive
671,Smooth boarding process.,10,Business,Business,0.4,Positive
672,Smooth boarding process.,9,Personal,Economy,0.4,Positive
673,Rude staff at the gate.,3,Personal,Economy,-0.3,Negative
674,Loved the meal options.,7,Personal,Economy,0.7,Positive
675,Loved the meal options.,8,Business,Economy,0.7,Positive
676,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
677,Rude staff at the gate.,2,Personal,Business,-0.3,Negative
678,The cabin crew was amazing!,9,Personal,Business,0.7500000000000001,Positive
679,Rude staff at the gate.,4,Business,Economy,-0.3,Negative
680,Wi-fi was fast and reliable.,9,Business,Eco Plus,0.2,Positive
681,Smooth boarding process.,7,Personal,Business,0.4,Positive
682,Smooth boarding process.,8,Personal,Business,0.4,Positive
683,The food was cold.,1,Business,Eco Plus,-0.6,Negative
684,Wi-fi was fast and reliable.,7,Personal,Economy,0.2,Positive
685,The seat wouldn't recline.,2,Business,Economy,0.0,Neutral
686,Wi-fi was fast and reliable.,9,Business,Eco Plus,0.2,Positive
687,Great legroom in economy.,7,Business,Business,0.8,Positive
688,The cabin crew was amazing!,9,Personal,Economy,0.7500000000000001,Positive
689,Lost my bags again.,3,Personal,Eco Plus,0.0,Neutral
690,The food was cold.,5,Personal,Business,-0.6,Negative
691,Loved the meal options.,8,Personal,Eco Plus,0.7,Positive
692,Loved the meal options.,9,Business,Eco Plus,0.7,Positive
693,Wi-fi didn't work the whole flight.,2,Business,Economy,0.2,Positive
694,Rude staff at the gate.,1,Personal,Eco Plus,-0.3,Negative
695,Loved the meal options.,7,Business,Economy,0.7,Positive
696,The cabin crew was amazing!,9,Personal,Eco Plus,0.7500000000000001,Positive
697,Rude staff at the gate.,2,Personal,Eco Plus,-0.3,Negative
698,Wi-fi didn't work the whole flight.,3,Business,Economy,0.2,Positive
699,Smooth boarding process.,10,Personal,Business,0.4,Positive
700,Loved the meal options.,7,Business,Business,0.7,Positive
701,Wi-fi was fast and reliable.,9,Business,Economy,0.2,Positive
702,Wi-fi didn't work the whole flight.,3,Personal,Eco Plus,0.2,Positive
703,No legroom at all.,3,Business,Eco Plus,0.0,Neutral
704,Great legroom in economy.,7,Personal,Economy,0.8,Positive
705,Rude staff at the gate.,5,Business,Eco Plus,-0.3,Negative
706,Great legroom in economy.,10,Business,Economy,0.8,Positive
707,Wi-fi didn't work the whole flight.,4,Business,Economy,0.2,Positive
708,Clean plane and friendly staff.,10,Business,Economy,0.37083333333333335,Positive
709,Smooth boarding process.,8,Business,Business,0.4,Positive
710,Wi-fi didn't work the whole flight.,3,Personal,Business,0.2,Positive
711,Wi-fi didn't work the whole flight.,2,Business,Economy,0.2,Positive
712,Rude staff at the gate.,5,Personal,Eco Plus,-0.3,Negative
713,Wi-fi was fast and reliable.,7,Personal,Eco Plus,0.2,Positive
714,Wi-fi didn't work the whole flight.,5,Business,Business,0.2,Positive
715,Wi-fi was fast and reliable.,7,Business,Eco Plus,0.2,Positive
716,Clean plane and friendly staff.,7,Personal,Business,0.37083333333333335,Positive
717,Smooth boarding process.,10,Personal,Economy,0.4,Positive
718,Loved the meal options.,8,Business,Eco Plus,0.7,Positive
719,Smooth boarding process.,8,Business,Business,0.4,Positive
720,Loved the meal options.,8,Business,Business,0.7,Positive
721,Loved the meal options.,7,Business,Economy,0.7,Positive
722,Loved the meal options.,8,Business,Eco Plus,0.7,Positive
723,Loved the meal options.,10,Personal,Business,0.7,Positive
724,Great legroom in economy.,10,Personal,Eco Plus,0.8,Positive
725,Wi-fi didn't work the whole flight.,3,Personal,Economy,0.2,Positive
726,The food was cold.,3,Business,Business,-0.6,Negative
727,Loved the meal options.,9,Business,Eco Plus,0.7,Positive
728,Smooth boarding process.,9,Personal,Eco Plus,0.4,Positive
729,Rude staff at the gate.,5,Business,Economy,-0.3,Negative
730,Wi-fi was fast and reliable.,9,Personal,Eco Plus,0.2,Positive
731,Smooth boarding process.,9,Personal,Economy,0.4,Positive
732,Great legroom in economy.,10,Personal,Economy,0.8,Positive
733,Wi-fi didn't work the whole flight.,2,Personal,Business,0.2,Positive
734,Loved the meal options.,8,Business,Eco Plus,0.7,Positive
735,The food was cold.,3,Business,Business,-0.6,Negative
736,The cabin crew was amazing!,10,Business,Business,0.7500000000000001,Positive
737,The food was cold.,4,Business,Economy,-0.6,Negative
738,Smooth boarding process.,7,Personal,Economy,0.4,Positive
739,The cabin crew was amazing!,9,Business,Eco Plus,0.7500000000000001,Positive
740,The cabin crew was amazing!,8,Personal,Business,0.7500000000000001,Positive
741,Clean plane and friendly staff.,9,Personal,Eco Plus,0.37083333333333335,Positive
742,Wi-fi didn't work the whole flight.,4,Business,Economy,0.2,Positive
743,Smooth boarding process.,7,Business,Eco Plus,0.4,Positive
744,Great legroom in economy.,10,Business,Eco Plus,0.8,Positive
745,Loved the meal options.,10,Personal,Business,0.7,Positive
746,Lost my bags again.,4,Personal,Eco Plus,0.0,Neutral
747,Clean plane and friendly staff.,10,Personal,Eco Plus,0.37083333333333335,Positive
748,Smooth boarding process.,9,Business,Eco Plus,0.4,Positive
749,The food was cold.,5,Business,Economy,-0.6,Negative
750,Wi-fi didn't work the whole flight.,1,Business,Business,0.2,Positive
751,The seat wouldn't recline.,2,Personal,Business,0.0,Neutral
752,No legroom at all.,2,Personal,Business,0.0,Neutral
753,Clean plane and friendly staff.,8,Business,Economy,0.37083333333333335,Positive
754,Great legroom in economy.,10,Business,Eco Plus,0.8,Positive
755,No legroom at all.,2,Business,Eco Plus,0.0,Neutral
756,The food was cold.,1,Business,Economy,-0.6,Negative
757,Great legroom in economy.,8,Personal,Business,0.8,Positive
758,Great legroom in economy.,10,Business,Business,0.8,Positive
759,The food was cold.,5,Personal,Eco Plus,-0.6,Negative
760,Wi-fi was fast and reliable.,9,Business,Eco Plus,0.2,Positive
761,Loved the meal options.,10,Personal,Eco Plus,0.7,Positive
762,Wi-fi was fast and reliable.,7,Personal,Eco Plus,0.2,Positive
763,No legroom at all.,2,Business,Economy,0.0,Neutral
764,The cabin crew was amazing!,10,Business,Business,0.7500000000000001,Positive
765,Lost my bags again.,5,Business,Economy,0.0,Neutral
766,Rude staff at the gate.,3,Business,Eco Plus,-0.3,Negative
767,The cabin crew was amazing!,7,Personal,Eco Plus,0.7500000000000001,Positive
768,Smooth boarding process.,8,Business,Economy,0.4,Positive
769,Loved the meal options.,10,Business,Eco Plus,0.7,Positive
770,Great legroom in economy.,10,Personal,Eco Plus,0.8,Positive
771,Rude staff at the gate.,1,Business,Business,-0.3,Negative
772,Loved the meal options.,9,Personal,Economy,0.7,Positive
773,Wi-fi was fast and reliable.,8,Personal,Business,0.2,Positive
774,Lost my bags again.,5,Business,Business,0.0,Neutral
775,Rude staff at the gate.,2,Business,Business,-0.3,Negative
776,Smooth boarding process.,10,Personal,Business,0.4,Positive
777,Rude staff at the gate.,5,Personal,Eco Plus,-0.3,Negative
778,The food was cold.,1,Personal,Business,-0.6,Negative
779,Loved the meal options.,9,Business,Business,0.7,Positive
780,Lost my bags again.,2,Personal,Economy,0.0,Neutral
781,No legroom at all.,3,Business,Eco Plus,0.0,Neutral
782,The cabin crew was amazing!,10,Personal,Economy,0.7500000000000001,Positive
783,Loved the meal options.,8,Personal,Business,0.7,Positive
784,Loved the meal options.,9,Personal,Eco Plus,0.7,Positive
785,Rude staff at the gate.,2,Personal,Eco Plus,-0.3,Negative
786,Great legroom in economy.,9,Business,Business,0.8,Positive
787,Lost my bags again.,5,Business,Economy,0.0,Neutral
788,Loved the meal options.,7,Personal,Eco Plus,0.7,Positive
789,Smooth boarding process.,9,Personal,Eco Plus,0.4,Positive
790,Wi-fi was fast and reliable.,10,Business,Eco Plus,0.2,Positive
791,Smooth boarding process.,8,Business,Eco Plus,0.4,Positive
792,Smooth boarding process.,8,Personal,Economy,0.4,Positive
793,Loved the meal options.,8,Personal,Business,0.7,Positive
794,Smooth boarding process.,10,Personal,Business,0.4,Positive
795,Loved the meal options.,8,Business,Economy,0.7,Positive
796,Rude staff at the gate.,2,Business,Business,-0.3,Negative
797,Wi-fi was fast and reliable.,7,Business,Eco Plus,0.2,Positive
798,Loved the meal options.,9,Business,Eco Plus,0.7,Positive
799,The food was cold.,4,Personal,Business,-0.6,Negative
800,The cabin crew was amazing!,8,Personal,Business,0.7500000000000001,Positive
801,Lost my bags again.,4,Personal,Economy,0.0,Neutral
802,Clean plane and friendly staff.,7,Personal,Business,0.37083333333333335,Positive
803,Smooth boarding process.,8,Business,Business,0.4,Positive
804,The seat wouldn't recline.,2,Personal,Business,0.0,Neutral
805,The seat wouldn't recline.,3,Personal,Business,0.0,Neutral
806,Loved the meal options.,7,Business,Economy,0.7,Positive
807,Wi-fi didn't work the whole flight.,5,Personal,Eco Plus,0.2,Positive
808,Rude staff at the gate.,1,Personal,Eco Plus,-0.3,Negative
809,Wi-fi was fast and reliable.,8,Personal,Economy,0.2,Positive
810,Lost my bags again.,1,Personal,Eco Plus,0.0,Neutral
811,The seat wouldn't recline.,2,Personal,Business,0.0,Neutral
812,Wi-fi didn't work the whole flight.,5,Business,Economy,0.2,Positive
813,Wi-fi was fast and reliable.,9,Business,Business,0.2,Positive
814,Smooth boarding process.,8,Personal,Business,0.4,Positive
815,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
816,Loved the meal options.,10,Personal,Business,0.7,Positive
817,Loved the meal options.,7,Business,Business,0.7,Positive
818,Loved the meal options.,10,Personal,Business,0.7,Positive
819,Smooth boarding process.,10,Personal,Business,0.4,Positive
820,Wi-fi was fast and reliable.,8,Business,Eco Plus,0.2,Positive
821,Wi-fi didn't work the whole flight.,4,Business,Economy,0.2,Positive
822,The food was cold.,3,Personal,Eco Plus,-0.6,Negative
823,The cabin crew was amazing!,7,Business,Economy,0.7500000000000001,Positive
824,Loved the meal options.,7,Personal,Eco Plus,0.7,Positive
825,Wi-fi didn't work the whole flight.,2,Personal,Economy,0.2,Positive
826,Loved the meal options.,7,Personal,Economy,0.7,Positive
827,Rude staff at the gate.,1,Personal,Economy,-0.3,Negative
828,Lost my bags again.,4,Personal,Eco Plus,0.0,Neutral
829,Wi-fi was fast and reliable.,7,Business,Economy,0.2,Positive
830,The food was cold.,2,Personal,Economy,-0.6,Negative
831,Rude staff at the gate.,5,Personal,Eco Plus,-0.3,Negative
832,Smooth boarding process.,9,Personal,Business,0.4,Positive
833,Smooth boarding process.,10,Business,Eco Plus,0.4,Positive
834,Great legroom in economy.,10,Business,Economy,0.8,Positive
835,Great legroom in economy.,10,Business,Business,0.8,Positive
836,Lost my bags again.,1,Personal,Eco Plus,0.0,Neutral
837,Clean plane and friendly staff.,10,Personal,Economy,0.37083333333333335,Positive
838,No legroom at all.,3,Business,Economy,0.0,Neutral
839,Wi-fi was fast and reliable.,10,Business,Economy,0.2,Positive
840,Smooth boarding process.,10,Personal,Business,0.4,Positive
841,Great legroom in economy.,7,Business,Eco Plus,0.8,Positive
842,Rude staff at the gate.,5,Business,Eco Plus,-0.3,Negative
843,The seat wouldn't recline.,1,Business,Economy,0.0,Neutral
844,Clean plane and friendly staff.,8,Business,Economy,0.37083333333333335,Positive
845,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
846,Clean plane and friendly staff.,9,Personal,Business,0.37083333333333335,Positive
847,Loved the meal options.,9,Business,Economy,0.7,Positive
848,Great legroom in economy.,8,Personal,Business,0.8,Positive
849,Wi-fi was fast and reliable.,9,Personal,Economy,0.2,Positive
850,Wi-fi didn't work the whole flight.,4,Business,Business,0.2,Positive
851,Lost my bags again.,1,Personal,Eco Plus,0.0,Neutral
852,Great legroom in economy.,8,Personal,Eco Plus,0.8,Positive
853,The seat wouldn't recline.,1,Business,Eco Plus,0.0,Neutral
854,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
855,Smooth boarding process.,7,Personal,Economy,0.4,Positive
856,The cabin crew was amazing!,9,Personal,Economy,0.7500000000000001,Positive
857,Great legroom in economy.,10,Business,Eco Plus,0.8,Positive
858,The cabin crew was amazing!,9,Business,Business,0.7500000000000001,Positive
859,Clean plane and friendly staff.,7,Business,Business,0.37083333333333335,Positive
