review_id,review_text,overall_score,travel_type,customer_class
607,Lost my bags again.,3,Business,Business
608,Rude staff at the gate.,4,Business,Economy
609,The cabin crew was amazing!,9,Business,Business
610,Great legroom in economy.,10,Personal,Business
611,Wi-fi was fast and reliable.,7,Business,Eco Plus
612,The seat wouldn't recline.,1,Personal,Economy
613,Lost my bags again.,4,Personal,Eco Plus
614,The seat wouldn't recline.,3,Personal,Economy
615,Clean plane and friendly staff.,9,Personal,Economy
616,Smooth boarding process.,7,Personal,Economy
617,Rude staff at the gate.,2,Business,Eco Plus
618,Wi-fi didn't work the whole flight.,5,Business,Eco Plus
619,The cabin crew was amazing!,10,Personal,Business
620,Lost my bags again.,3,Business,Economy
621,The seat wouldn't recline.,2,Personal,Eco Plus
622,The cabin crew was amazing!,9,Personal,Eco Plus
623,The cabin crew was amazing!,7,Personal,Business
624,Loved the meal options.,10,Personal,Business
625,Rude staff at the gate.,2,Personal,Economy
626,Rude staff at the gate.,2,Business,Eco Plus
627,Great legroom in economy.,9,Business,Eco Plus
628,Clean plane and friendly staff.,7,Business,Eco Plus
629,Wi-fi was fast and reliable.,9,Business,Economy
630,Great legroom in economy.,9,Personal,Eco Plus
631,The food was cold.,4,Personal,Economy
632,Wi-fi was fast and reliable.,10,Personal,Economy
633,Lost my bags again.,3,Business,Economy
634,Loved the meal options.,8,Personal,Economy
635,Wi-fi was fast and reliable.,10,Business,Eco Plus
636,The food was cold.,3,Business,Eco Plus
637,No legroom at all.,4,Business,Business
638,The seat wouldn't recline.,3,Personal,Economy
639,The seat wouldn't recline.,2,Personal,Eco Plus
640,The food was cold.,3,Personal,Eco Plus
641,Wi-fi was fast and reliable.,7,Personal,Economy
642,The cabin crew was amazing!,9,Personal,Eco Plus
643,Wi-fi was fast and reliable.,9,Personal,Business
644,Lost my bags again.,5,Personal,Economy
645,The food was cold.,4,Business,Business
646,Wi-fi was fast and reliable.,7,Business,Business
647,Loved the meal options.,9,Personal,Business
648,Clean plane and friendly staff.,8,Business,Eco Plus
649,Smooth boarding process.,8,Business,Business
650,Wi-fi was fast and reliable.,10,Personal,Business
651,Smooth boarding process.,7,Personal,Economy
652,The cabin crew was amazing!,7,Business,Economy
653,Loved the meal options.,9,Business,Business
654,The cabin crew was amazing!,10,Business,Eco Plus
655,Loved the meal options.,8,Personal,Business
656,The cabin crew was amazing!,9,Personal,Economy
657,Lost my bags again.,3,Personal,Economy
658,Loved the meal options.,9,Business,Business
659,Wi-fi was fast and reliable.,8,Personal,Business
660,Wi-fi didn't work the whole flight.,1,Business,Eco Plus
661,Clean plane and friendly staff.,7,Personal,Economy
662,The seat wouldn't recline.,2,Business,Eco Plus
663,The food was cold.,1,Business,Economy
664,Clean plane and friendly staff.,9,Personal,Economy
665,The cabin crew was amazing!,7,Business,Business
666,The cabin crew was amazing!,8,Personal,Eco Plus
667,The cabin crew was amazing!,8,Business,Economy
668,Clean plane and friendly staff.,8,Business,Business
669,The cabin crew was amazing!,10,Business,Economy
670,Smooth boarding process.,9,Business,Eco Plus
671,Smooth boarding process.,10,Business,Business
672,Smooth boarding process.,9,Personal,Economy
673,Rude staff at the gate.,3,Personal,Economy
674,Loved the meal options.,7,Personal,Economy
675,Loved the meal options.,8,Business,Economy
676,Clean plane and friendly staff.,7,Business,Eco Plus
677,Rude staff at the gate.,2,Personal,Business
678,The cabin crew was amazing!,9,Personal,Business
679,Rude staff at the gate.,4,Business,Economy
680,Wi-fi was fast and reliable.,9,Business,Eco Plus
681,Smooth boarding process.,7,Personal,Business
682,Smooth boarding process.,8,Personal,Business
683,The food was cold.,1,Business,Eco Plus
684,Wi-fi was fast and reliable.,7,Personal,Economy
685,The seat wouldn't recline.,2,Business,Economy
686,Wi-fi was fast and reliable.,9,Business,Eco Plus
687,Great legroom in economy.,7,Business,Business
688,The cabin crew was amazing!,9,Personal,Economy
689,Lost my bags again.,3,Personal,Eco Plus
690,The food was cold.,5,Personal,Business
691,Loved the meal options.,8,Personal,Eco Plus
692,Loved the meal options.,9,Business,Eco Plus
693,Wi-fi didn't work the whole flight.,2,Business,Economy
694,Rude staff at the gate.,1,Personal,Eco Plus
695,Loved the meal options.,7,Business,Economy
696,The cabin crew was amazing!,9,Personal,Eco Plus
697,Rude staff at the gate.,2,Personal,Eco Plus
698,Wi-fi didn't work the whole flight.,3,Business,Economy
699,Smooth boarding process.,10,Personal,Business
700,Loved the meal options.,7,Business,Business
701,Wi-fi was fast and reliable.,9,Business,Economy
702,Wi-fi didn't work the whole flight.,3,Personal,Eco Plus
703,No legroom at all.,3,Business,Eco Plus
704,Great legroom in economy.,7,Personal,Economy
705,Rude staff at the gate.,5,Business,Eco Plus
706,Great legroom in economy.,10,Business,Economy
707,Wi-fi didn't work the whole flight.,4,Business,Economy
708,Clean plane and friendly staff.,10,Business,Economy
709,Smooth boarding process.,8,Business,Business
710,Wi-fi didn't work the whole flight.,3,Personal,Business
711,Wi-fi didn't work the whole flight.,2,Business,Economy
712,Rude staff at the gate.,5,Personal,Eco Plus
713,Wi-fi was fast and reliable.,7,Personal,Eco Plus
714,Wi-fi didn't work the whole flight.,5,Business,Business
715,Wi-fi was fast and reliable.,7,Business,Eco Plus
716,Clean plane and friendly staff.,7,Personal,Business
717,Smooth boarding process.,10,Personal,Economy
718,Loved the meal options.,8,Business,Eco Plus
719,Smooth boarding process.,8,Business,Business
720,Loved the meal options.,8,Business,Business
721,Loved the meal options.,7,Business,Economy
722,Loved the meal options.,8,Business,Eco Plus
723,Loved the meal options.,10,Personal,Business
724,Great legroom in economy.,10,Personal,Eco Plus
725,Wi-fi didn't work the whole flight.,3,Personal,Economy
726,The food was cold.,3,Business,Business
727,Loved the meal options.,9,Business,Eco Plus
728,Smooth boarding process.,9,Personal,Eco Plus
729,Rude staff at the gate.,5,Business,Economy
730,Wi-fi was fast and reliable.,9,Personal,Eco Plus
731,Smooth boarding process.,9,Personal,Economy
732,Great legroom in economy.,10,Personal,Economy
733,Wi-fi didn't work the whole flight.,2,Personal,Business
734,Loved the meal options.,8,Business,Eco Plus
735,The food was cold.,3,Business,Business
736,The cabin crew was amazing!,10,Business,Business
737,The food was cold.,4,Business,Economy
738,Smooth boarding process.,7,Personal,Economy
739,The cabin crew was amazing!,9,Business,Eco Plus
740,The cabin crew was amazing!,8,Personal,Business
741,Clean plane and friendly staff.,9,Personal,Eco Plus
742,Wi-fi didn't work the whole flight.,4,Business,Economy
743,Smooth boarding process.,7,Business,Eco Plus
744,Great legroom in economy.,10,Business,Eco Plus
745,Loved the meal options.,10,Personal,Business
746,Lost my bags again.,4,Personal,Eco Plus
747,Clean plane and friendly staff.,10,Personal,Eco Plus
748,Smooth boarding process.,9,Business,Eco Plus
749,The food was cold.,5,Business,Economy
750,Wi-fi didn't work the whole flight.,1,Business,Business
751,The seat wouldn't recline.,2,Personal,Business
752,No legroom at all.,2,Personal,Business
753,Clean plane and friendly staff.,8,Business,Economy
754,Great legroom in economy.,10,Business,Eco Plus
755,No legroom at all.,2,Business,Eco Plus
756,The food was cold.,1,Business,Economy
757,Great legroom in economy.,8,Personal,Business
758,Great legroom in economy.,10,Business,Business
759,The food was cold.,5,Personal,Eco Plus
760,Wi-fi was fast and reliable.,9,Business,Eco Plus
761,Loved the meal options.,10,Personal,Eco Plus
762,Wi-fi was fast and reliable.,7,Personal,Eco Plus
763,No legroom at all.,2,Business,Economy
764,The cabin crew was amazing!,10,Business,Business
765,Lost my bags again.,5,Business,Economy
766,Rude staff at the gate.,3,Business,Eco Plus
767,The cabin crew was amazing!,7,Personal,Eco Plus
768,Smooth boarding process.,8,Business,Economy
769,Loved the meal options.,10,Business,Eco Plus
770,Great legroom in economy.,10,Personal,Eco Plus
771,Rude staff at the gate.,1,Business,Business
772,Loved the meal options.,9,Personal,Economy
773,Wi-fi was fast and reliable.,8,Personal,Business
774,Lost my bags again.,5,Business,Business
775,Rude staff at the gate.,2,Business,Business
776,Smooth boarding process.,10,Personal,Business
777,Rude staff at the gate.,5,Personal,Eco Plus
778,The food was cold.,1,Personal,Business
779,Loved the meal options.,9,Business,Business
780,Lost my bags again.,2,Personal,Economy
781,No legroom at all.,3,Business,Eco Plus
782,The cabin crew was amazing!,10,Personal,Economy
783,Loved the meal options.,8,Personal,Business
784,Loved the meal options.,9,Personal,Eco Plus
785,Rude staff at the gate.,2,Personal,Eco Plus
786,Great legroom in economy.,9,Business,Business
787,Lost my bags again.,5,Business,Economy
788,Loved the meal options.,7,Personal,Eco Plus
789,Smooth boarding process.,9,Personal,Eco Plus
790,Wi-fi was fast and reliable.,10,Business,Eco Plus
791,Smooth boarding process.,8,Business,Eco Plus
792,Smooth boarding process.,8,Personal,Economy
793,Loved the meal options.,8,Personal,Business
794,Smooth boarding process.,10,Personal,Business
795,Loved the meal options.,8,Business,Economy
796,Rude staff at the gate.,2,Business,Business
797,Wi-fi was fast and reliable.,7,Business,Eco Plus
798,Loved the meal options.,9,Business,Eco Plus
799,The food was cold.,4,Personal,Business
800,The cabin crew was amazing!,8,Personal,Business
801,Lost my bags again.,4,Personal,Economy
802,Clean plane and friendly staff.,7,Personal,Business
803,Smooth boarding process.,8,Business,Business
804,The seat wouldn't recline.,2,Personal,Business
805,The seat wouldn't recline.,3,Personal,Business
806,Loved the meal options.,7,Business,Economy
807,Wi-fi didn't work the whole flight.,5,Personal,Eco Plus
808,Rude staff at the gate.,1,Personal,Eco Plus
809,Wi-fi was fast and reliable.,8,Personal,Economy
810,Lost my bags again.,1,Personal,Eco Plus
811,The seat wouldn't recline.,2,Personal,Business
812,Wi-fi didn't work the whole flight.,5,Business,Economy
813,Wi-fi was fast and reliable.,9,Business,Business
814,Smooth boarding process.,8,Personal,Business
815,Clean plane and friendly staff.,7,Business,Eco Plus
816,Loved the meal options.,10,Personal,Business
817,Loved the meal options.,7,Business,Business
818,Loved the meal options.,10,Personal,Business
819,Smooth boarding process.,10,Personal,Business
820,Wi-fi was fast and reliable.,8,Business,Eco Plus
821,Wi-fi didn't work the whole flight.,4,Business,Economy
822,The food was cold.,3,Personal,Eco Plus
823,The cabin crew was amazing!,7,Business,Economy
824,Loved the meal options.,7,Personal,Eco Plus
825,Wi-fi didn't work the whole flight.,2,Personal,Economy
826,Loved the meal options.,7,Personal,Economy
827,Rude staff at the gate.,1,Personal,Economy
828,Lost my bags again.,4,Personal,Eco Plus
829,Wi-fi was fast and reliable.,7,Business,Economy
830,The food was cold.,2,Personal,Economy
831,Rude staff at the gate.,5,Personal,Eco Plus
832,Smooth boarding process.,9,Personal,Business
833,Smooth boarding process.,10,Business,Eco Plus
834,Great legroom in economy.,10,Business,Economy
835,Great legroom in economy.,10,Business,Business
836,Lost my bags again.,1,Personal,Eco Plus
837,Clean plane and friendly staff.,10,Personal,Economy
838,No legroom at all.,3,Business,Economy
839,Wi-fi was fast and reliable.,10,Business,Economy
840,Smooth boarding process.,10,Personal,Business
841,Great legroom in economy.,7,Business,Eco Plus
842,Rude staff at the gate.,5,Business,Eco Plus
843,The seat wouldn't recline.,1,Business,Economy
844,Clean plane and friendly staff.,8,Business,Economy
845,Clean plane and friendly staff.,7,Business,Eco Plus
846,Clean plane and friendly staff.,9,Personal,Business
847,Loved the meal options.,9,Business,Economy
848,Great legroom in economy.,8,Personal,Business
849,Wi-fi was fast and reliable.,9,Personal,Economy
850,Wi-fi didn't work the whole flight.,4,Business,Business
851,Lost my bags again.,1,Personal,Eco Plus
852,Great legroom in economy.,8,Personal,Eco Plus
853,The seat wouldn't recline.,1,Business,Eco Plus
854,Clean plane and friendly staff.,7,Business,Eco Plus
855,Smooth boarding process.,7,Personal,Economy
856,The cabin crew was amazing!,9,Personal,Economy
857,Great legroom in economy.,10,Business,Eco Plus
858,The cabin crew was amazing!,9,Business,Business
859,Clean plane and friendly staff.,7,Business,Business
860,Smooth boarding process.,7,Business,Business
861,Rude staff at the gate.,5,Business,Economy
862,Loved the meal options.,10,Business,Economy
863,The cabin crew was amazing!,7,Business,Business
864,Rude staff at the gate.,2,Business,Eco Plus
865,Wi-fi was fast and reliable.,10,Personal,Business
866,Great legroom in economy.,7,Business,Eco Plus
867,Clean plane and friendly staff.,7,Business,Economy
868,Smooth boarding process.,7,Business,Eco Plus
869,Smooth boarding process.,10,Personal,Business
870,Loved the meal options.,10,Business,Eco Plus
871,Loved the meal options.,9,Personal,Eco Plus
872,The seat wouldn't recline.,3,Business,Economy
873,The seat wouldn't recline.,3,Personal,Eco Plus
874,Great legroom in economy.,10,Personal,Economy
875,Clean plane and friendly staff.,7,Business,Economy
876,The food was cold.,1,Business,Economy
877,Smooth boarding process.,8,Personal,Eco Plus
878,No legroom at all.,1,Business,Business
879,No legroom at all.,4,Business,Economy
880,Clean plane and friendly staff.,9,Business,Business
881,Loved the meal options.,7,Personal,Business
882,The cabin crew was amazing!,7,Personal,Business
883,Great legroom in economy.,7,Personal,Business
884,Loved the meal options.,8,Business,Economy
885,Rude staff at the gate.,1,Business,Eco Plus
886,Wi-fi was fast and reliable.,9,Personal,Business
887,Great legroom in economy.,10,Personal,Business
888,Great legroom in economy.,9,Business,Eco Plus
889,The seat wouldn't recline.,4,Business,Economy
890,Rude staff at the gate.,3,Personal,Eco Plus
891,Clean plane and friendly staff.,7,Personal,Business
892,Wi-fi was fast and reliable.,8,Business,Economy
893,Clean plane and friendly staff.,7,Business,Eco Plus
894,Smooth boarding process.,10,Business,Eco Plus
895,No legroom at all.,5,Business,Eco Plus
896,Smooth boarding process.,9,Personal,Business
897,Clean plane and friendly staff.,7,Business,Economy
898,Rude staff at the gate.,1,Business,Eco Plus
899,Loved the meal options.,7,Business,Business
900,The seat wouldn't recline.,1,Personal,Business
901,Great legroom in economy.,9,Personal,Eco Plus
902,The food was cold.,4,Business,Eco Plus
903,Wi-fi was fast and reliable.,7,Business,Business
904,Loved the meal options.,7,Business,Economy
905,Great legroom in economy.,10,Business,Eco Plus
906,Rude staff at the gate.,1,Business,Business
907,No legroom at all.,3,Business,Business
908,Great legroom in economy.,7,Business,Business
909,No legroom at all.,2,Personal,Eco Plus
910,Wi-fi was fast and reliable.,9,Business,Business
911,The seat wouldn't recline.,1,Business,Eco Plus
912,Wi-fi was fast and reliable.,8,Personal,Economy
913,Clean plane and friendly staff.,9,Business,Eco Plus
914,Rude staff at the gate.,1,Personal,Economy
915,Wi-fi was fast and reliable.,7,Personal,Economy
916,Wi-fi was fast and reliable.,10,Personal,Business
917,Great legroom in economy.,10,Business,Economy
918,Great legroom in economy.,8,Business,Business
919,Great legroom in economy.,7,Business,Business
920,Smooth boarding process.,9,Personal,Eco Plus
921,Wi-fi didn't work the whole flight.,2,Business,Economy
922,Smooth boarding process.,10,Business,Economy
923,Loved the meal options.,7,Personal,Eco Plus
924,Loved the meal options.,9,Business,Economy
925,Rude staff at the gate.,4,Business,Business
926,Smooth boarding process.,7,Business,Business
927,The cabin crew was amazing!,7,Business,Business
928,Smooth boarding process.,10,Personal,Business
929,No legroom at all.,1,Business,Economy
930,Clean plane and friendly staff.,9,Business,Eco Plus
931,The food was cold.,5,Personal,Eco Plus
932,Wi-fi was fast and reliable.,8,Business,Eco Plus
933,Smooth boarding process.,9,Business,Eco Plus
934,The seat wouldn't recline.,4,Business,Eco Plus
935,Smooth boarding process.,8,Business,Business
936,Clean plane and friendly staff.,8,Personal,Economy
937,The seat wouldn't recline.,3,Personal,Business
938,Great legroom in economy.,8,Business,Eco Plus
939,The food was cold.,2,Personal,Eco Plus
940,The seat wouldn't recline.,3,Personal,Eco Plus
941,Wi-fi was fast and reliable.,7,Business,Eco Plus
942,The cabin crew was amazing!,9,Business,Business
943,Great legroom in economy.,7,Business,Business
944,Lost my bags again.,1,Personal,Economy
945,Smooth boarding process.,10,Business,Economy
946,Lost my bags again.,2,Business,Eco Plus
947,No legroom at all.,1,Business,Eco Plus
948,Smooth boarding process.,7,Business,Business
949,The cabin crew was amazing!,9,Business,Eco Plus
950,Smooth boarding process.,9,Personal,Business
951,The food was cold.,4,Business,Economy
952,Clean plane and friendly staff.,10,Business,Eco Plus
953,The seat wouldn't recline.,1,Business,Business
954,Wi-fi was fast and reliable.,8,Business,Economy
955,Wi-fi was fast and reliable.,7,Personal,Business
956,Great legroom in economy.,9,Personal,Business
957,The seat wouldn't recline.,4,Business,Economy
958,Loved the meal options.,10,Business,Economy
959,No legroom at all.,5,Business,Business
960,Smooth boarding process.,9,Personal,Economy
961,Wi-fi was fast and reliable.,8,Personal,Eco Plus
962,Loved the meal options.,9,Personal,Eco Plus
963,Wi-fi was fast and reliable.,10,Business,Business
964,The seat wouldn't recline.,1,Business,Eco Plus
965,Smooth boarding process.,10,Business,Economy
966,The cabin crew was amazing!,8,Personal,Economy
967,Clean plane and friendly staff.,9,Personal,Business
968,Wi-fi was fast and reliable.,7,Business,Economy
969,Rude staff at the gate.,1,Business,Business
970,The cabin crew was amazing!,10,Business,Eco Plus
971,Great legroom in economy.,10,Personal,Economy
972,Clean plane and friendly staff.,8,Personal,Business
973,Wi-fi was fast and reliable.,8,Personal,Eco Plus
974,Lost my bags again.,3,Personal,Business
975,Great legroom in economy.,10,Business,Eco Plus
976,Great legroom in economy.,8,Personal,Eco Plus
977,Great legroom in economy.,8,Personal,Economy
978,The seat wouldn't recline.,1,Business,Eco Plus
979,Clean plane and friendly staff.,7,Business,Business
980,Rude staff at the gate.,5,Personal,Business
981,Rude staff at the gate.,2,Business,Economy
982,Loved the meal options.,10,Business,Eco Plus
983,Rude staff at the gate.,2,Business,Economy
984,The cabin crew was amazing!,7,Business,Business
985,Lost my bags again.,3,Business,Economy
986,Clean plane and friendly staff.,8,Personal,Business
987,Clean plane and friendly staff.,9,Personal,Eco Plus
988,Smooth boarding process.,8,Personal,Business
989,The cabin crew was amazing!,8,Business,Business
990,Rude staff at the gate.,4,Business,Economy
991,Smooth boarding process.,8,Business,Economy
992,Smooth boarding process.,7,Business,Eco Plus
993,Wi-fi didn't work the whole flight.,5,Business,Business
994,Loved the meal options.,10,Business,Eco Plus
995,The seat wouldn't recline.,2,Business,Eco Plus
996,Wi-fi was fast and reliable.,8,Business,Eco Plus
997,Smooth boarding process.,7,Personal,Eco Plus
998,Smooth boarding process.,7,Business,Eco Plus
999,Great legroom in economy.,7,Business,Economy
